,translated,scores,compound,sentiment
350,the government is now actually ratifying the implementing regulations uu cipta kerja which consists of government regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
351,work creation is able to simplify work creation efforts,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4939}",0.4939,positive
352,"through umkm work inventions and cooperatives, work creation is made easier","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.5994,positive
353,uu create work protect local workers,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.5719}",0.5719,positive
354,uu create work to protect natural ecosystems,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.7351}",0.7351,positive
355,this is the reason why a working copyright law is needed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
356,work creation reduces unemployment,"{'neg': 0.414, 'neu': 0.286, 'pos': 0.3, 'compound': -0.2023}",-0.2023,negative
357,work creation law increases the competitiveness of national industries at the global level,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,positive
358,together support the work law to eradicate poverty,"{'neg': 0.275, 'neu': 0.5, 'pos': 0.225, 'compound': -0.1531}",-0.1531,negative
359,uu creation of work is an innovation for the progress of the state,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7579}",0.7579,positive
360,"prior to the enactment of the work copyright law and this presidential decree, a permit was issued for alcoholic drinks","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
361,post-pandemic legal umbrella work,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.128}",0.128,positive
362,bureaucracy with uu create work,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive
363,guarantee of employee protection ter phk with uu create work,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.4767}",0.4767,positive
364,provisions on the prohibition of monopolistic practices and unfair business competition after the omnibus law work copyright,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
365,through work copyright laws and implementing regulations the government has made it easy for micro and small entrepreneurs to,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,positive
366,together uu create work to prosper the workers and workers become better uuciptakerja,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}",0.6124,positive
367,through work copyright laws and implementing regulations the government has made it easy for micro and small entrepreneurs,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,positive
368,his party strongly supports the use of domestic product defense equipment and hopes that the existing work copyright can be used,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8625}",0.8625,positive
369,the government through the creation of jobs provides facilities for micro and small businesses in terms of payment of wages,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.2732,positive
370,in -depth discussions conducted by the indonesian side and kn lwf on uu creation of work and two derivative rules that me,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.2732,positive
371,churches and religious institutions need to anticipate indirect discrimination from work copyright laws and derivative regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
372,pshk criticism of the implementation of implementing regulations for work copyright via,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
373,pshk criticism of the implementation of the implementing regulations on work copyright,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
374,"the hajj financial management agency, bpkh, has responded positively to the government's stimulus which has exempted income tax","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5267}",0.5267,positive
375,hadi nugroho highlighted the flexible labor market in work creation according to the lack of supervision from peers,"{'neg': 0.108, 'neu': 0.704, 'pos': 0.188, 'compound': 0.1779}",0.1779,positive
376,"the commissioner of studies and research, sandrayati moniaga, in her opening hopes that this discussion can sharpen","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,positive
377,the omnibus law study and research team carried out a fgd on the picture of trends and developments uu no ta,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
378,before uu create work companies that are not willing to pay wages above the minimum wage can make a deferment of the employer,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.3391}",0.3391,positive
379,"instead of simplifying the regulations on work copyright, it creates a lot of blank blanks in the form of delegation of k regulations","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,positive
380,in difficult times like this there are indeed many problems but along with that there are also many opportunities for work creation st,"{'neg': 0.122, 'neu': 0.612, 'pos': 0.265, 'compound': 0.6369}",0.6369,positive
381,his party strongly supports the use of domestic product defense equipment and hopes that the work copyright has already been valid,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8625}",0.8625,positive
382,before uu create work companies that are not willing to pay wages above the minimum wage can do deferral,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3391}",0.3391,positive
383,"instead of simplifying the regulations on work copyright, it creates a lot of blank blanks in the form of delegation of income","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,positive
384,early february the president confirmed the executive rule as a derivative uu create work the amount still,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,positive
385,uu work creation protects non -formal workers,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.5267}",0.5267,positive
386,"and what you are defending is working heyy really when plagiarism is called a work of plagiarism, yes, the stamp will ad at any time and o","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}",0.4019,positive
387,the procedure for making a tax invoice according to the work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
388,the birth of government regulations as a derivative of work copyright is a momentum for us to work d,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
389,the minister mentioned at least there was an advantage of pp number of years about the organizers,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.3182}",0.3182,positive
390,the president has set implementing rules uu create work that is expected to have an immediate impact on pemu efforts,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.2732,positive
391,the benefits of work copyright laws have been felt by advanced indonesia,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.5574}",0.5574,positive
392,"yes, i agree that their ancestors only defend their interests until they do","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7351}",0.7351,positive
393,hi sis according to psl taxation cluster lettering invoice work must include identity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
394,don't miss the live instagram together which will talk about the general impact of work copyright on,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.1139}",0.1139,positive
395,"hi buddy, i like to follow the dcktrp webinar series with the theme of the role of building technical actors in the progress of the city of jakarta","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6486}",0.6486,positive
396,the working copyright law and its derivative legal products still place agricultural land under threat of conversion,"{'neg': 0.171, 'neu': 0.754, 'pos': 0.075, 'compound': -0.4404}",-0.4404,negative
397,the legalization of uu year number concerning work copyright makes it recognized as a written legal entity pd nd,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2023}",0.2023,positive
398,looking for a thread that discusses derivative regulations where do you work?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
399,if there is a tax invoice whose identity data is not included as requested in article aya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
400,work creation laws and its derivative legal products to this day still place agricultural land under threat,"{'neg': 0.162, 'neu': 0.667, 'pos': 0.171, 'compound': -0.2023}",-0.2023,negative
401,uu now many are trapping uncle like a work case in the case of digging in a district,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.3612,positive
402,let's support work copyright laws to achieve economic growth in indonesia,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",0.6486,positive
403,as many implementing regulations uu copyright work has been completed nmencakup whatever implementing regulations nseleng,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
404,"stop provocation, let's together we support the work copyright omnibus law because the applicability of work copyright laws becomes","{'neg': 0.1, 'neu': 0.776, 'pos': 0.123, 'compound': 0.128}",0.128,positive
405,click to intensify the follow-up arrangements for work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
406,the movement to reject the work of gatot nurmantyo mobilized the mass of students to take part in an anarchist action,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
407,uu invent better work and disseminate it to the public that there are many benefits and this law eliminates hidden costs,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6705}",0.6705,positive
408,uu create job trigger jobs,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive
409,uu create work to protect local workers,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.5719}",0.5719,positive
410,the following strategies have been prepared to maintain the export market and main products na focus on uk small and medium enterprises,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2263}",0.2263,positive
411,uu create jobs open up new jobs,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,positive
412,good news for ya who are considering the npp business location number that regulates the ease of protection,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.6908}",0.6908,positive
413,work creation law has a positive impact on advanced indonesian local workers,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.7717}",0.7717,positive
414,xe x xa uu work creativity to address people's concerns about the advancing indonesian land mafia,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}",0.3818,positive
415,work creation law to maintain advanced indonesian business competition,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.4767}",0.4767,positive
416,"sir, now i want to enter q when the economy is working to create a job can make the economy spike we are waiting","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.34}",0.34,positive
417,dpr encourages the government to accelerate derivative regulations on work copyright,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,positive
418,"hi, what is the amount of income received on the tax date and period before s","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
419,is it true that parties are fighting for the interests of the country i doubt that they are only advancing the interests of their groups,"{'neg': 0.154, 'neu': 0.554, 'pos': 0.292, 'compound': 0.5423}",0.5423,positive
420,"the indonesian life insurance association, aaji, asked the government to review its tax imposition policy","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
421,amdal in the work copyright is regulated through the pp. the arrangement is contained in the baii which consists of the de section,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
422,outside of the normative articles there are some notes on government regulations pp derivative laws uu copyright to,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
423,prepaid cards and complementary solutions work creations,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.5106}",0.5106,positive
424,the context of the sentence does not change in the working copy of the paj cluster year number,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.1531}",0.1531,positive
425,"detention should be rational, it's just a matter of crowds, it's not about garbling state money, it's not a matter of rebels","{'neg': 0.112, 'neu': 0.718, 'pos': 0.17, 'compound': -0.1798}",-0.1798,negative
426,"and what you are defending is working heyy really, if plagiarism is called a work of plagiarism, yes, the stamp will be available anytime","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,positive
427,job creation law can open up a wide range of employment opportunities younglexapologizetolayzhang,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}",0.5719,positive
428,deputy chairman of the dpr ri azis syamsuddin asked the regional government and the security apparatus to accelerate the implementation,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.34}",0.34,positive
429,who yesterday did the demo uu work but now otw enjoy jkp,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.6486}",0.6486,positive
430,the creation of work encourages the agricultural sector to grow from upstream to downstream,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.6124}",0.6124,positive
431,the work copyright law restricts foreign workers,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
432,uu cipta kerja jawakekhawatiran masyarakat uuciptakerja,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
433,work copyright protect local work for work,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.3818,positive
434,working paperwork is a work creation solution,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5267}",0.5267,positive
435,the primary cooperative establishment groove is formed by at least nine persons in accordance with uu years about the chip,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
436,uu cipta kerja wajibkan foreign investors to transfer technology to indonesian workers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
437,uu create work provide assistance and protection to umkm,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,positive
438,ihsg gets a positive influence from uu creation of work,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908,positive
439,uu copyright work work reduce unemployment,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
440,work paperwork and pre-employment cards as complementary power solutions,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.1779}",0.1779,positive
441,good news for those who are considering the ppp business location no. that regulates the convenience of peli,"{'neg': 0.104, 'neu': 0.758, 'pos': 0.137, 'compound': 0.1779}",0.1779,positive
442,loe jagoan monitor demo tolak uu cipta kerja nsendiri aja monitor jgn suruh org lain a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
443,pre-job cards and a complementary solution work creation,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.5267}",0.5267,positive
444,this is the reason why uu creation work is needed,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,positive
445,the work creation law will reduce unemployment,"{'neg': 0.29, 'neu': 0.5, 'pos': 0.21, 'compound': -0.2023}",-0.2023,negative
446,anyone already knows if it turns out that the government has just revised government regulations and presidential regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
447,work paperwork exists as a solution to improve the economy and welfare of the indonesian people,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.6369,positive
448,work paperwork exists as a solution to improve the welfare of local workers who support the creator,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7845}",0.7845,positive
449,termination of employment termination victims can get guarantees of loss of employment with the law,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative
450,friday im in law seriescprotect the intellectual property aspect of your business what's new from uu cipta kerjad,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5106}",0.5106,positive
451,work copyright eases investment in the marine sector,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,positive
452,job loss security is a new type of social security program that is accommodated in the work copy and,"{'neg': 0.104, 'neu': 0.679, 'pos': 0.217, 'compound': 0.3612}",0.3612,positive
453,marine spatial management bpspl padang following the post un integration discussion rzwpk amp rtrw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
454,derivative rules for work copyright completion target investment increases,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
455,"the event was attended by the general chairman, rosan roeslani and his fellow board members, the general chairman gave u","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
456,"don't be provoked and consumed by hoax news, the government always accepts input and criticism and uu cip","{'neg': 0.216, 'neu': 0.606, 'pos': 0.178, 'compound': -0.223}",-0.223,negative
457,in difficult times like this there are indeed many problems but along with that there are also many opportunities for creative work,"{'neg': 0.122, 'neu': 0.574, 'pos': 0.304, 'compound': 0.7506}",0.7506,positive
458,xe x xcdemokrat also did not speak for the children who were arrested in the demo rejecting change uu kpk demokrat sby also did not,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.7269}",-0.7269,negative
459,"hi sis, if you mean the provisions of the clause letter clause paragraph of taxation for the work copyright man","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
460,"happy women's day, confirm the sexual violence elimination bill and confirm the domestic worker protection bill","{'neg': 0.188, 'neu': 0.642, 'pos': 0.17, 'compound': -0.1027}",-0.1027,negative
461,"as a result of the drunken investment regime's work invasion, even the one that is haram was legalized","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
462,uu creation of work is made to ensure the well -being of society,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7003}",0.7003,positive
463,dpr urge the government to accelerate the derivative rules for all works for restoration,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
464,blessings uu create work for,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.6808}",0.6808,positive
465,kemenkopukm is good news for those who are considering the ppp business location,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,positive
466,with the creation of work to make indonesia better and prosper the workers and laborers,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.6124,positive
467,"regarding the crediting of input tax in general, it can be seen in the article uu year as above","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}",0.1531,positive
468,dpr push government speed up rules downqm u all work for restoration,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
469,unpagelar general lecture on the direction of pph policy in the working law,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
470,a pro refuses to work on a work copyright but there is a gap in saying that what can be used as money is the government's goal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
471,"you want a demonstration every day as long as it is not according to the law and guaranteed by the law, but if anaekis destroys the public facility and throws stones","{'neg': 0.143, 'neu': 0.788, 'pos': 0.069, 'compound': -0.6757}",-0.6757,negative
472,dpr asked to speed up the implementation of work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
473,amdal in the work copyright is regulated through the pp. the arrangement is contained in the baii which consists of a section,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
474,the main purpose of creating jobs is to create new jobs,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.5106}",0.5106,positive
475,my mutualan on twitter is that someone who understands the law doesn't want to ask about the latest work on some policies,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.0572}",-0.0572,negative
476,"note the study program d taxation faculty of social science, university of development panca budi held a lecture","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
477,"there is a work draft of the serang municipal government with the dprd, starting to discuss again the building regulations","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
478,uu copyright this work is very complicated huh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
479,uu create work to accelerate the national economic recovery program,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,positive
480,the work creation law has a positive impact on the country's economy,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.6908,positive
481,unpagelar general lecture on the direction of pph policy in work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
482,then will alcohol investment stop with the removal of its attachments while the omnibus law on copyright works?,"{'neg': 0.108, 'neu': 0.788, 'pos': 0.103, 'compound': -0.0258}",-0.0258,neutral
483,the birth of the work copyright law and the alcohol investment provisions in the perpres confirms that the law is in the system,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
484,the benefits of creating a government open up jobs to ease the effort,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.743}",0.743,positive
485,this is the reason why omnibus law uu create work is needed,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732,positive
486,for the rules for implementing the work copyright law related to the tax aspects of ppn vat and ppnbm as well as cup,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",0.2732,positive
487,hai kak nsesuai ps uu no th ttg cipta kerja yg berubah ps ayat hurufuu no th,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
488,"nu is often portrayed as being opportunistic in power, so when the rejection of work paperwork comes from a critical attitude","{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.7322}",-0.7322,negative
489,dpr continues to encourage the government to accelerate derivative regulations on work copyright,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positive
490,the government considers that the implementation of work copyright requires several technical implementing regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
491,"the government considers that in the implementation of work law, several regulations are required for technical implementation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
492,the government assesses that the implementation of work copyright requires several technical implementing regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
493,the government issues implementing rules of uu copyright work consisting of government regulations pp and per,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
494,dpr will continue to encourage the government to accelerate the derivative regulations on work copyright,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.5106,positive
495,the government assesses that the implementation of the work law requires several technical implementation regulations so that all plans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
496,and the government publishes executive rules of uu copyright work consisting of government regulations pp and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
497,from the dpr pushing the government to accelerate the derivative regulations of this work law which are getting better,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,positive
498,the government considers that the implementation of this work law requires several technical implementing regulations to make it more comprehensive,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3167}",0.3167,positive
499,the government has assessed that the implementation of the work law requires several technical implementation regulations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
500,the government assesses that the implementation of work copyright requires several technical implementation regulations c,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
501,the government assesses that the implementation of the work copyright requires several technical regulations to save the period,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}",0.4939,positive
502,the implementation of the work law requires several technical implementation regulations. we must be optimistic that indonesia will se,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",0.3182,positive
503,the government has issued a regulation of the executor of the work law consisting of government regulations p,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
504,the government considers that the implementation of work copyright requires several technical implementing regulations to make it work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
505,the government assesses that the implementation of the work copyright requires several technical regulations for the implementation of matters,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0258}",0.0258,neutral
506,"nu is often portrayed as being opportunistic in power, so when the sound of rejection of work law appears from pbnu sika","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative
507,nuu cipta kerja encourages the opening of the widest possible employment for the indonesian people,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,positive
508,create effective work in establishing an economic climate,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.6369}",0.6369,positive
509,numkm absorbs the most manpower uu create work push umkm quickly recover,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.3321}",0.3321,positive
510,nuu created work to be hope in the midst of a pandemic,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.5994,positive
511,the creation of work to generate investment and international trade,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,positive
512,kliksamarinda law number year concerning work copyright or the omnibus law which was passed by the board of representatives,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.0772,positive
513,measure the national customs of the indigenous people after there is a work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
514,golkar party encourages the acceleration of the implementation of the work law and its derivative regulations as a policy,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",0.6808,positive
515,work creation law provides certainty for investment in the palm oil industry read more here n,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.4767}",0.4767,positive
516,democrats reject the creation of work,"{'neg': 0.307, 'neu': 0.455, 'pos': 0.239, 'compound': -0.1531}",-0.1531,negative
517,uu cipta kerja dorong umkm cepat pulih uuciptakerja,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
518,work creation effective work creation,"{'neg': 0.0, 'neu': 0.215, 'pos': 0.785, 'compound': 0.743}",0.743,positive
519,work law opens job fields as wide as work uuciptakuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
520,work law has an important role in the government's efforts to restore our economic condition,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.4588}",0.4588,positive
521,uu create work to facilitate public service,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,positive
522,derivative rules uu create jobs multiply new jobs n,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,positive
523,after the enactment of uu creation of work and pp there are some changes in the provisions related to amdal approval lingku,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}",0.6369,positive
